CODES,DATES,SeqOpenPrice,SeqClosePrice,SeqHighPrice,SeqLowPrice,SeqAvgPrice,SeqRiseAndFall,SeqUpAndDowns,SeqTurnoverVolume,SeqTurnoverValue,SeqTurnoverRate,SeqPrevClosePrice
000333.SZ,2010-01-04,,,,,,,,,,,
000333.SZ,2010-01-05,,,,,,,,,,,
000333.SZ,2010-01-06,,,,,,,,,,,
000333.SZ,2010-01-07,,,,,,,,,,,
000333.SZ,2010-01-08,,,,,,,,,,,
000333.SZ,2010-01-11,,,,,,,,,,,
000333.SZ,2010-01-12,,,,,,,,,,,
000333.SZ,2010-01-13,,,,,,,,,,,
000333.SZ,2010-01-14,,,,,,,,,,,
000333.SZ,2010-01-15,,,,,,,,,,,
000333.SZ,2010-01-18,,,,,,,,,,,
000333.SZ,2010-01-19,,,,,,,,,,,
000333.SZ,2010-01-20,,,,,,,,,,,
000333.SZ,2010-01-21,,,,,,,,,,,
000333.SZ,2010-01-22,,,,,,,,,,,
000333.SZ,2010-01-25,,,,,,,,,,,
000333.SZ,2010-01-26,,,,,,,,,,,
000333.SZ,2010-01-27,,,,,,,,,,,
000333.SZ,2010-01-28,,,,,,,,,,,
000333.SZ,2010-01-29,,,,,,,,,,,
000333.SZ,2010-02-01,,,,,,,,,,,
000333.SZ,2010-02-02,,,,,,,,,,,
000333.SZ,2010-02-03,,,,,,,,,,,
000333.SZ,2010-02-04,,,,,,,,,,,
000333.SZ,2010-02-05,,,,,,,,,,,
000333.SZ,2010-02-08,,,,,,,,,,,
000333.SZ,2010-02-09,,,,,,,,,,,
000333.SZ,2010-02-10,,,,,,,,,,,
000333.SZ,2010-02-11,,,,,,,,,,,
000333.SZ,2010-02-12,,,,,,,,,,,
000333.SZ,2010-02-22,,,,,,,,,,,
000333.SZ,2010-02-23,,,,,,,,,,,
000333.SZ,2010-02-24,,,,,,,,,,,
000333.SZ,2010-02-25,,,,,,,,,,,
000333.SZ,2010-02-26,,,,,,,,,,,
000333.SZ,2010-03-01,,,,,,,,,,,
000333.SZ,2010-03-02,,,,,,,,,,,
000333.SZ,2010-03-03,,,,,,,,,,,
000333.SZ,2010-03-04,,,,,,,,,,,
000333.SZ,2010-03-05,,,,,,,,,,,
000333.SZ,2010-03-08,,,,,,,,,,,
000333.SZ,2010-03-09,,,,,,,,,,,
000333.SZ,2010-03-10,,,,,,,,,,,
000333.SZ,2010-03-11,,,,,,,,,,,
000333.SZ,2010-03-12,,,,,,,,,,,
000333.SZ,2010-03-15,,,,,,,,,,,
000333.SZ,2010-03-16,,,,,,,,,,,
000333.SZ,2010-03-17,,,,,,,,,,,
000333.SZ,2010-03-18,,,,,,,,,,,
000333.SZ,2010-03-19,,,,,,,,,,,
000333.SZ,2010-03-22,,,,,,,,,,,
000333.SZ,2010-03-23,,,,,,,,,,,
000333.SZ,2010-03-24,,,,,,,,,,,
000333.SZ,2010-03-25,,,,,,,,,,,
000333.SZ,2010-03-26,,,,,,,,,,,
000333.SZ,2010-03-29,,,,,,,,,,,
000333.SZ,2010-03-30,,,,,,,,,,,
000333.SZ,2010-03-31,,,,,,,,,,,
000333.SZ,2010-04-01,,,,,,,,,,,
000333.SZ,2010-04-02,,,,,,,,,,,
000333.SZ,2010-04-06,,,,,,,,,,,
000333.SZ,2010-04-07,,,,,,,,,,,
000333.SZ,2010-04-08,,,,,,,,,,,
000333.SZ,2010-04-09,,,,,,,,,,,
000333.SZ,2010-04-12,,,,,,,,,,,
000333.SZ,2010-04-13,,,,,,,,,,,
